epoch,iteration,elapsed_time,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,train_total/loss,train_total/acc,train_total/acc_cls,train_total/mean_iu,train_total/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc
1,210,507.928009987,130770.757812,0.60311875,0.5,0.301559375,0.363752226602,,,,,,,,,,
1,211,508.533092976,63716.2148438,0.8998625,0.497832025172,0.44993125,0.813278855078,,,,,,,,,,
1,212,509.12866807,15073.1503906,0.98755625,0.5,0.493778125,0.975267346914,,,,,,,,,,
1,213,509.73209095,33752.2695312,0.9438125,0.5,0.47190625,0.890782035156,,,,,,,,,,
1,214,510.329715014,39960.3828125,0.93935625,0.5,0.469678125,0.882390164414,,,,,,,,,,
1,215,510.924893856,29593.421875,0.9818875,0.5,0.49094375,0.964103062656,,,,,,,,,,
1,216,511.532567978,79156.703125,0.724,0.75882558546,0.562747154087,0.556235294118,,,,,,,,,,
1,217,512.129078865,18858.8632812,0.9882875,0.5,0.49414375,0.976712182656,,,,,,,,,,
1,218,512.730716944,31124.6328125,0.9425,0.753854492158,0.621844394487,0.911862858996,,,,,,,,,,
1,219,513.331254959,10354.0302734,0.99903125,0.5,0.499515625,0.998063438477,,,,,,,,,,
1,220,513.932477951,16937.390625,1.0,1.0,1.0,1.0,,,,,,,,,,
1,221,514.537039042,38687.625,0.86371875,0.5,0.431859375,0.746010079102,,,,,,,,,,
1,222,515.129234076,91487.546875,0.64751875,0.492064008385,0.365540043481,0.560097213923,,,,,,,,,,
1,223,515.73297286,46484.2265625,0.84145625,0.5,0.420728125,0.708048620664,,,,,,,,,,
1,224,516.333590984,8515.7578125,0.99729375,0.5,0.498646875,0.994594823789,,,,,,,,,,
1,225,516.93222785,7226.26220703,1.0,1.0,1.0,1.0,,,,,,,,,,
1,226,517.535929918,5544.39257812,0.99854375,0.5,0.499271875,0.997089620664,,,,,,,,,,
1,227,518.136527061,31011.7929688,0.983525,0.983525,0.4917625,0.983525,,,,,,,,,,
1,228,518.731327057,5031.69042969,1.0,1.0,1.0,1.0,,,,,,,,,,
1,229,519.332753897,13348.9423828,0.99341875,0.5,0.496709375,0.986880812852,,,,,,,,,,
